palabra,codigo_pais,pais,bandera,significado,emoji,categoria
pata,CU,Cuba,🇨🇺,pata / pierna de animal,🦵🤝,Amigo / persona
pata,DO,Rep. Dominicana,🇩🇴,pata / pierna de animal,🦵🤝,Amigo / persona
pata,PR,Puerto Rico,🇵🇷,pata / pierna de animal,🦵🤝,Amigo / persona
pata,CO,Colombia,🇨🇴,pata / pierna de animal,🦵🤝,Amigo / persona
pata,VE,Venezuela,🇻🇪,pata / pierna de animal,🦵🤝,Amigo / persona
pata,EC,Ecuador,🇪🇨,pata / pierna de animal,🦵🤝,Amigo / persona
pata,PE,Perú,🇵🇪,amigo,🦵🤝,Amigo / persona
pata,BO,Bolivia,🇧🇴,pata / pierna de animal,🦵🤝,Amigo / persona
pata,PY,Paraguay,🇵🇾,pata / pierna de animal,🦵🤝,Amigo / persona
pata,UY,Uruguay,🇺🇾,pata / pierna de animal,🦵🤝,Amigo / persona
pata,AR,Argentina,🇦🇷,'buena/mala pata' = suerte,🦵🤝,Amigo / persona
pata,CL,Chile,🇨🇱,pata / pierna de animal,🦵🤝,Amigo / persona
pata,GQ,Guinea Ecuatorial,🇬🇶,pata / pierna de animal,🦵🤝,Amigo / persona
mae,ES,España,🇪🇸,amigo / tipo (muletilla),🤙,Amigo / persona
mae,MX,México,🇲🇽,amigo / tipo (muletilla),🤙,Amigo / persona
mae,GT,Guatemala,🇬🇹,amigo / tipo (muletilla),🤙,Amigo / persona
mae,SV,El Salvador,🇸🇻,'maje' = amigo o tonto,🤙,Amigo / persona
mae,HN,Honduras,🇭🇳,'maje' = amigo o tonto,🤙,Amigo / persona
mae,NI,Nicaragua,🇳🇮,'maje' = amigo o tonto,🤙,Amigo / persona
mae,CR,Costa Rica,🇨🇷,amigo / tipo,🤙,Amigo / persona
mae,PA,Panamá,🇵🇦,amigo / tipo (muletilla),🤙,Amigo / persona
mae,CU,Cuba,🇨🇺,amigo / tipo (muletilla),🤙,Amigo / persona
mae,DO,Rep. Dominicana,🇩🇴,amigo / tipo (muletilla),🤙,Amigo / persona
mae,PR,Puerto Rico,🇵🇷,amigo / tipo (muletilla),🤙,Amigo / persona
mae,CO,Colombia,🇨🇴,amigo / tipo (muletilla),🤙,Amigo / persona
mae,VE,Venezuela,🇻🇪,amigo / tipo (muletilla),🤙,Amigo / persona
mae,EC,Ecuador,🇪🇨,amigo / tipo (muletilla),🤙,Amigo / persona
mae,PE,Perú,🇵🇪,amigo / tipo (muletilla),🤙,Amigo / persona
mae,BO,Bolivia,🇧🇴,amigo / tipo (muletilla),🤙,Amigo / persona
mae,PY,Paraguay,🇵🇾,amigo / tipo (muletilla),🤙,Amigo / persona
mae,UY,Uruguay,🇺🇾,amigo / tipo (muletilla),🤙,Amigo / persona
mae,AR,Argentina,🇦🇷,amigo / tipo (muletilla),🤙,Amigo / persona
mae,CL,Chile,🇨🇱,amigo / tipo (muletilla),🤙,Amigo / persona
mae,GQ,Guinea Ecuatorial,🇬🇶,amigo / tipo (muletilla),🤙,Amigo / persona
chamo,ES,España,🇪🇸,chico / joven,🧑,Amigo / persona
chamo,MX,México,🇲🇽,chico / joven,🧑,Amigo / persona
chamo,GT,Guatemala,🇬🇹,chico / joven,🧑,Amigo / persona
chamo,SV,El Salvador,🇸🇻,chico / joven,🧑,Amigo / persona
chamo,HN,Honduras,🇭🇳,chico / joven,🧑,Amigo / persona
chamo,NI,Nicaragua,🇳🇮,chico / joven,🧑,Amigo / persona
chamo,CR,Costa Rica,🇨🇷,chico / joven,🧑,Amigo / persona
chamo,PA,Panamá,🇵🇦,chico / joven,🧑,Amigo / persona
chamo,CU,Cuba,🇨🇺,chico / joven,🧑,Amigo / persona
chamo,DO,Rep. Dominicana,🇩🇴,chico / joven,🧑,Amigo / persona
chamo,PR,Puerto Rico,🇵🇷,chico / joven,🧑,Amigo / persona
chamo,CO,Colombia,🇨🇴,chico / joven,🧑,Amigo / persona
chamo,VE,Venezuela,🇻🇪,chico / joven,🧑,Amigo / persona
chamo,EC,Ecuador,🇪🇨,chico / joven,🧑,Amigo / persona
chamo,PE,Perú,🇵🇪,chico / joven,🧑,Amigo / persona
chamo,BO,Bolivia,🇧🇴,chico / joven,🧑,Amigo / persona
chamo,PY,Paraguay,🇵🇾,chico / joven,🧑,Amigo / persona
chamo,UY,Uruguay,🇺🇾,chico / joven,🧑,Amigo / persona
chamo,AR,Argentina,🇦🇷,chico / joven,🧑,Amigo / persona
chamo,CL,Chile,🇨🇱,chico / joven,🧑,Amigo / persona
chamo,GQ,Guinea Ecuatorial,🇬🇶,chico / joven,🧑,Amigo / persona
pibe,ES,España,🇪🇸,chico / joven,🧑,Amigo / persona
pibe,MX,México,🇲🇽,chico / joven,🧑,Amigo / persona
pibe,GT,Guatemala,🇬🇹,chico / joven,🧑,Amigo / persona
pibe,SV,El Salvador,🇸🇻,chico / joven,🧑,Amigo / persona
pibe,HN,Honduras,🇭🇳,chico / joven,🧑,Amigo / persona
pibe,NI,Nicaragua,🇳🇮,chico / joven,🧑,Amigo / persona
pibe,CR,Costa Rica,🇨🇷,chico / joven,🧑,Amigo / persona
pibe,PA,Panamá,🇵🇦,chico / joven,🧑,Amigo / persona
pibe,CU,Cuba,🇨🇺,chico / joven,🧑,Amigo / persona
pibe,DO,Rep. Dominicana,🇩🇴,chico / joven,🧑,Amigo / persona
pibe,PR,Puerto Rico,🇵🇷,chico / joven,🧑,Amigo / persona
pibe,CO,Colombia,🇨🇴,chico / joven,🧑,Amigo / persona
pibe,VE,Venezuela,🇻🇪,chico / joven,🧑,Amigo / persona
pibe,EC,Ecuador,🇪🇨,chico / joven,🧑,Amigo / persona
pibe,PE,Perú,🇵🇪,chico / joven,🧑,Amigo / persona
pibe,BO,Bolivia,🇧🇴,chico / joven,🧑,Amigo / persona
pibe,PY,Paraguay,🇵🇾,chico / joven,🧑,Amigo / persona
pibe,UY,Uruguay,🇺🇾,chico / joven,🧑,Amigo / persona
pibe,AR,Argentina,🇦🇷,chico / joven,🧑,Amigo / persona
pibe,CL,Chile,🇨🇱,chico / joven,🧑,Amigo / persona
pibe,GQ,Guinea Ecuatorial,🇬🇶,chico / joven,🧑,Amigo / persona
chavo,ES,España,🇪🇸,'chaval' = chico,🧒,Amigo / persona
chavo,MX,México,🇲🇽,chico / muchacho,🧒,Amigo / persona
chavo,GT,Guatemala,🇬🇹,chico / muchacho,🧒,Amigo / persona
chavo,SV,El Salvador,🇸🇻,chico / muchacho,🧒,Amigo / persona
chavo,HN,Honduras,🇭🇳,chico / muchacho,🧒,Amigo / persona
chavo,NI,Nicaragua,🇳🇮,'chavalo' = chico,🧒,Amigo / persona
chavo,CR,Costa Rica,🇨🇷,chico / muchacho,🧒,Amigo / persona
chavo,PA,Panamá,🇵🇦,chico / muchacho,🧒,Amigo / persona
chavo,CU,Cuba,🇨🇺,chico / muchacho,🧒,Amigo / persona
chavo,DO,Rep. Dominicana,🇩🇴,chico / muchacho,🧒,Amigo / persona
chavo,PR,Puerto Rico,🇵🇷,chico / muchacho,🧒,Amigo / persona
chavo,CO,Colombia,🇨🇴,chico / muchacho,🧒,Amigo / persona
chavo,VE,Venezuela,🇻🇪,chico / muchacho,🧒,Amigo / persona
chavo,EC,Ecuador,🇪🇨,chico / muchacho,🧒,Amigo / persona
chavo,PE,Perú,🇵🇪,chico / muchacho,🧒,Amigo / persona
chavo,BO,Bolivia,🇧🇴,chico / muchacho,🧒,Amigo / persona
chavo,PY,Paraguay,🇵🇾,chico / muchacho,🧒,Amigo / persona
chavo,UY,Uruguay,🇺🇾,chico / muchacho,🧒,Amigo / persona
chavo,AR,Argentina,🇦🇷,chico / muchacho,🧒,Amigo / persona
chavo,CL,Chile,🇨🇱,chico / muchacho,🧒,Amigo / persona
chavo,GQ,Guinea Ecuatorial,🇬🇶,chico / muchacho,🧒,Amigo / persona
güey,ES,España,🇪🇸,amigo / tipo (muletilla),🤙,Amigo / persona
güey,MX,México,🇲🇽,amigo / tipo (muletilla),🤙,Amigo / persona
güey,GT,Guatemala,🇬🇹,amigo / tipo (muletilla),🤙,Amigo / persona
güey,SV,El Salvador,🇸🇻,amigo / tipo (muletilla),🤙,Amigo / persona
güey,HN,Honduras,🇭🇳,amigo / tipo (muletilla),🤙,Amigo / persona
güey,NI,Nicaragua,🇳🇮,amigo / tipo (muletilla),🤙,Amigo / persona
güey,CR,Costa Rica,🇨🇷,amigo / tipo (muletilla),🤙,Amigo / persona
güey,PA,Panamá,🇵🇦,amigo / tipo (muletilla),🤙,Amigo / persona
güey,CU,Cuba,🇨🇺,amigo / tipo (muletilla),🤙,Amigo / persona
güey,DO,Rep. Dominicana,🇩🇴,amigo / tipo (muletilla),🤙,Amigo / persona
güey,PR,Puerto Rico,🇵🇷,amigo / tipo (muletilla),🤙,Amigo / persona
güey,CO,Colombia,🇨🇴,amigo / tipo (muletilla),🤙,Amigo / persona
güey,VE,Venezuela,🇻🇪,amigo / tipo (muletilla),🤙,Amigo / persona
güey,EC,Ecuador,🇪🇨,amigo / tipo (muletilla),🤙,Amigo / persona
güey,PE,Perú,🇵🇪,amigo / tipo (muletilla),🤙,Amigo / persona
güey,BO,Bolivia,🇧🇴,amigo / tipo (muletilla),🤙,Amigo / persona
güey,PY,Paraguay,🇵🇾,amigo / tipo (muletilla),🤙,Amigo / persona
güey,UY,Uruguay,🇺🇾,amigo / tipo (muletilla),🤙,Amigo / persona
güey,AR,Argentina,🇦🇷,amigo / tipo (muletilla),🤙,Amigo / persona
güey,CL,Chile,🇨🇱,amigo / tipo (muletilla),🤙,Amigo / persona
güey,GQ,Guinea Ecuatorial,🇬🇶,amigo / tipo (muletilla),🤙,Amigo / persona
guagua,ES,España,🇪🇸,autobús,🚌👶,Objeto / varios
guagua,MX,México,🇲🇽,autobús,🚌👶,Objeto / varios
guagua,GT,Guatemala,🇬🇹,autobús,🚌👶,Objeto / varios
guagua,SV,El Salvador,🇸🇻,autobús,🚌👶,Objeto / varios
guagua,HN,Honduras,🇭🇳,autobús,🚌👶,Objeto / varios
guagua,NI,Nicaragua,🇳🇮,autobús,🚌👶,Objeto / varios
guagua,CR,Costa Rica,🇨🇷,autobús,🚌👶,Objeto / varios
guagua,PA,Panamá,🇵🇦,autobús,🚌👶,Objeto / varios
guagua,CU,Cuba,🇨🇺,autobús,🚌👶,Objeto / varios
guagua,DO,Rep. Dominicana,🇩🇴,autobús,🚌👶,Objeto / varios
guagua,PR,Puerto Rico,🇵🇷,autobús,🚌👶,Objeto / varios
guagua,CO,Colombia,🇨🇴,autobús,🚌👶,Objeto / varios
guagua,VE,Venezuela,🇻🇪,autobús,🚌👶,Objeto / varios
guagua,EC,Ecuador,🇪🇨,bebé,🚌👶,Objeto / varios
guagua,PE,Perú,🇵🇪,bebé,🚌👶,Objeto / varios
guagua,BO,Bolivia,🇧🇴,bebé,🚌👶,Objeto / varios
guagua,PY,Paraguay,🇵🇾,autobús,🚌👶,Objeto / varios
guagua,UY,Uruguay,🇺🇾,autobús,🚌👶,Objeto / varios
guagua,AR,Argentina,🇦🇷,autobús,🚌👶,Objeto / varios
guagua,CL,Chile,🇨🇱,bebé,🚌👶,Objeto / varios
guagua,GQ,Guinea Ecuatorial,🇬🇶,autobús,🚌👶,Objeto / varios
torta,ES,España,🇪🇸,'qué torta' = problema/lío,🎂🥪,Comida
torta,MX,México,🇲🇽,sándwich en pan (telera/bolillo),🎂🥪,Comida
torta,GT,Guatemala,🇬🇹,pastel,🎂🥪,Comida
torta,SV,El Salvador,🇸🇻,pastel,🎂🥪,Comida
torta,HN,Honduras,🇭🇳,pastel,🎂🥪,Comida
torta,NI,Nicaragua,🇳🇮,pastel,🎂🥪,Comida
torta,CR,Costa Rica,🇨🇷,pastel,🎂🥪,Comida
torta,PA,Panamá,🇵🇦,pastel,🎂🥪,Comida
torta,CU,Cuba,🇨🇺,pastel,🎂🥪,Comida
torta,DO,Rep. Dominicana,🇩🇴,pastel,🎂🥪,Comida
torta,PR,Puerto Rico,🇵🇷,pastel,🎂🥪,Comida
torta,CO,Colombia,🇨🇴,pastel,🎂🥪,Comida
torta,VE,Venezuela,🇻🇪,pastel,🎂🥪,Comida
torta,EC,Ecuador,🇪🇨,pastel,🎂🥪,Comida
torta,PE,Perú,🇵🇪,pastel,🎂🥪,Comida
torta,BO,Bolivia,🇧🇴,pastel,🎂🥪,Comida
torta,PY,Paraguay,🇵🇾,pastel,🎂🥪,Comida
torta,UY,Uruguay,🇺🇾,pastel,🎂🥪,Comida
torta,AR,Argentina,🇦🇷,bofetada / golpe,🎂🥪,Comida
torta,CL,Chile,🇨🇱,pastel,🎂🥪,Comida
torta,GQ,Guinea Ecuatorial,🇬🇶,pastel,🎂🥪,Comida
fresa,ES,España,🇪🇸,fruta,🍓💅,Comida / persona
fresa,MX,México,🇲🇽,persona snob / fifí,🍓💅,Comida / persona
fresa,GT,Guatemala,🇬🇹,fruta,🍓💅,Comida / persona
fresa,SV,El Salvador,🇸🇻,fruta,🍓💅,Comida / persona
fresa,HN,Honduras,🇭🇳,fruta,🍓💅,Comida / persona
fresa,NI,Nicaragua,🇳🇮,fruta,🍓💅,Comida / persona
fresa,CR,Costa Rica,🇨🇷,fruta,🍓💅,Comida / persona
fresa,PA,Panamá,🇵🇦,fruta,🍓💅,Comida / persona
fresa,CU,Cuba,🇨🇺,fruta,🍓💅,Comida / persona
fresa,DO,Rep. Dominicana,🇩🇴,fruta,🍓💅,Comida / persona
fresa,PR,Puerto Rico,🇵🇷,fruta,🍓💅,Comida / persona
fresa,CO,Colombia,🇨🇴,fruta,🍓💅,Comida / persona
fresa,VE,Venezuela,🇻🇪,fruta,🍓💅,Comida / persona
fresa,EC,Ecuador,🇪🇨,fruta,🍓💅,Comida / persona
fresa,PE,Perú,🇵🇪,fruta,🍓💅,Comida / persona
fresa,BO,Bolivia,🇧🇴,fruta,🍓💅,Comida / persona
fresa,PY,Paraguay,🇵🇾,fruta,🍓💅,Comida / persona
fresa,UY,Uruguay,🇺🇾,fruta,🍓💅,Comida / persona
fresa,AR,Argentina,🇦🇷,fruta,🍓💅,Comida / persona
fresa,CL,Chile,🇨🇱,fruta,🍓💅,Comida / persona
fresa,GQ,Guinea Ecuatorial,🇬🇶,fruta,🍓💅,Comida / persona
frutilla,ES,España,🇪🇸,fresa (la fruta),🍓,Comida
frutilla,MX,México,🇲🇽,fresa (la fruta),🍓,Comida
frutilla,GT,Guatemala,🇬🇹,fresa (la fruta),🍓,Comida
frutilla,SV,El Salvador,🇸🇻,fresa (la fruta),🍓,Comida
frutilla,HN,Honduras,🇭🇳,fresa (la fruta),🍓,Comida
frutilla,NI,Nicaragua,🇳🇮,fresa (la fruta),🍓,Comida
frutilla,CR,Costa Rica,🇨🇷,fresa (la fruta),🍓,Comida
frutilla,PA,Panamá,🇵🇦,fresa (la fruta),🍓,Comida
frutilla,CU,Cuba,🇨🇺,fresa (la fruta),🍓,Comida
frutilla,DO,Rep. Dominicana,🇩🇴,fresa (la fruta),🍓,Comida
frutilla,PR,Puerto Rico,🇵🇷,fresa (la fruta),🍓,Comida
frutilla,CO,Colombia,🇨🇴,fresa (la fruta),🍓,Comida
frutilla,VE,Venezuela,🇻🇪,fresa (la fruta),🍓,Comida
frutilla,EC,Ecuador,🇪🇨,fresa (la fruta),🍓,Comida
frutilla,PE,Perú,🇵🇪,fresa (la fruta),🍓,Comida
frutilla,BO,Bolivia,🇧🇴,fresa (la fruta),🍓,Comida
frutilla,PY,Paraguay,🇵🇾,fresa (la fruta),🍓,Comida
frutilla,UY,Uruguay,🇺🇾,fresa (la fruta),🍓,Comida
frutilla,AR,Argentina,🇦🇷,fresa (la fruta),🍓,Comida
frutilla,CL,Chile,🇨🇱,fresa (la fruta),🍓,Comida
frutilla,GQ,Guinea Ecuatorial,🇬🇶,fresa (la fruta),🍓,Comida
palta,ES,España,🇪🇸,aguacate,🥑,Comida
palta,MX,México,🇲🇽,aguacate,🥑,Comida
palta,GT,Guatemala,🇬🇹,aguacate,🥑,Comida
palta,SV,El Salvador,🇸🇻,aguacate,🥑,Comida
palta,HN,Honduras,🇭🇳,aguacate,🥑,Comida
palta,NI,Nicaragua,🇳🇮,aguacate,🥑,Comida
palta,CR,Costa Rica,🇨🇷,aguacate,🥑,Comida
palta,PA,Panamá,🇵🇦,aguacate,🥑,Comida
palta,CU,Cuba,🇨🇺,aguacate,🥑,Comida
palta,DO,Rep. Dominicana,🇩🇴,aguacate,🥑,Comida
palta,PR,Puerto Rico,🇵🇷,aguacate,🥑,Comida
palta,CO,Colombia,🇨🇴,aguacate,🥑,Comida
palta,VE,Venezuela,🇻🇪,aguacate,🥑,Comida
palta,EC,Ecuador,🇪🇨,aguacate,🥑,Comida
palta,PE,Perú,🇵🇪,aguacate,🥑,Comida
palta,BO,Bolivia,🇧🇴,aguacate,🥑,Comida
palta,PY,Paraguay,🇵🇾,aguacate,🥑,Comida
palta,UY,Uruguay,🇺🇾,aguacate,🥑,Comida
palta,AR,Argentina,🇦🇷,aguacate,🥑,Comida
palta,CL,Chile,🇨🇱,'hacer la palta' = pasar vergüenza,🥑,Comida
palta,GQ,Guinea Ecuatorial,🇬🇶,aguacate,🥑,Comida
aguacate,ES,España,🇪🇸,aguacate,🥑,Comida
aguacate,MX,México,🇲🇽,aguacate,🥑,Comida
aguacate,GT,Guatemala,🇬🇹,aguacate,🥑,Comida
aguacate,SV,El Salvador,🇸🇻,aguacate,🥑,Comida
aguacate,HN,Honduras,🇭🇳,aguacate,🥑,Comida
aguacate,NI,Nicaragua,🇳🇮,aguacate,🥑,Comida
aguacate,CR,Costa Rica,🇨🇷,aguacate,🥑,Comida
aguacate,PA,Panamá,🇵🇦,aguacate,🥑,Comida
aguacate,CU,Cuba,🇨🇺,aguacate,🥑,Comida
aguacate,DO,Rep. Dominicana,🇩🇴,aguacate,🥑,Comida
aguacate,PR,Puerto Rico,🇵🇷,aguacate,🥑,Comida
aguacate,CO,Colombia,🇨🇴,aguacate,🥑,Comida
aguacate,VE,Venezuela,🇻🇪,aguacate,🥑,Comida
aguacate,EC,Ecuador,🇪🇨,aguacate,🥑,Comida
aguacate,PE,Perú,🇵🇪,aguacate,🥑,Comida
aguacate,BO,Bolivia,🇧🇴,aguacate,🥑,Comida
aguacate,PY,Paraguay,🇵🇾,aguacate,🥑,Comida
aguacate,UY,Uruguay,🇺🇾,aguacate,🥑,Comida
aguacate,AR,Argentina,🇦🇷,aguacate,🥑,Comida
aguacate,CL,Chile,🇨🇱,aguacate,🥑,Comida
aguacate,GQ,Guinea Ecuatorial,🇬🇶,aguacate,🥑,Comida
banana,ES,España,🇪🇸,'plátano',🍌,Comida
banana,MX,México,🇲🇽,'plátano',🍌,Comida
banana,GT,Guatemala,🇬🇹,plátano / banana,🍌,Comida
banana,SV,El Salvador,🇸🇻,plátano / banana,🍌,Comida
banana,HN,Honduras,🇭🇳,'guineo',🍌,Comida
banana,NI,Nicaragua,🇳🇮,'guineo',🍌,Comida
banana,CR,Costa Rica,🇨🇷,plátano / banana,🍌,Comida
banana,PA,Panamá,🇵🇦,plátano / banana,🍌,Comida
banana,CU,Cuba,🇨🇺,plátano / banana,🍌,Comida
banana,DO,Rep. Dominicana,🇩🇴,'guineo',🍌,Comida
banana,PR,Puerto Rico,🇵🇷,'guineo',🍌,Comida
banana,CO,Colombia,🇨🇴,'banano',🍌,Comida
banana,VE,Venezuela,🇻🇪,'cambur',🍌,Comida
banana,EC,Ecuador,🇪🇨,'guineo',🍌,Comida
banana,PE,Perú,🇵🇪,'plátano',🍌,Comida
banana,BO,Bolivia,🇧🇴,plátano / banana,🍌,Comida
banana,PY,Paraguay,🇵🇾,'banana',🍌,Comida
banana,UY,Uruguay,🇺🇾,'banana',🍌,Comida
banana,AR,Argentina,🇦🇷,'banana',🍌,Comida
banana,CL,Chile,🇨🇱,'banana',🍌,Comida
banana,GQ,Guinea Ecuatorial,🇬🇶,plátano / banana,🍌,Comida
choclo,ES,España,🇪🇸,mazorca de maíz,🌽,Comida
choclo,MX,México,🇲🇽,'elote',🌽,Comida
choclo,GT,Guatemala,🇬🇹,'elote',🌽,Comida
choclo,SV,El Salvador,🇸🇻,'elote',🌽,Comida
choclo,HN,Honduras,🇭🇳,'elote',🌽,Comida
choclo,NI,Nicaragua,🇳🇮,'elote',🌽,Comida
choclo,CR,Costa Rica,🇨🇷,mazorca de maíz,🌽,Comida
choclo,PA,Panamá,🇵🇦,mazorca de maíz,🌽,Comida
choclo,CU,Cuba,🇨🇺,mazorca de maíz,🌽,Comida
choclo,DO,Rep. Dominicana,🇩🇴,mazorca de maíz,🌽,Comida
choclo,PR,Puerto Rico,🇵🇷,mazorca de maíz,🌽,Comida
choclo,CO,Colombia,🇨🇴,'choclo',🌽,Comida
choclo,VE,Venezuela,🇻🇪,'jojoto',🌽,Comida
choclo,EC,Ecuador,🇪🇨,'choclo',🌽,Comida
choclo,PE,Perú,🇵🇪,'choclo',🌽,Comida
choclo,BO,Bolivia,🇧🇴,'choclo',🌽,Comida
choclo,PY,Paraguay,🇵🇾,'choclo',🌽,Comida
choclo,UY,Uruguay,🇺🇾,'choclo',🌽,Comida
choclo,AR,Argentina,🇦🇷,'choclo',🌽,Comida
choclo,CL,Chile,🇨🇱,'choclo',🌽,Comida
choclo,GQ,Guinea Ecuatorial,🇬🇶,mazorca de maíz,🌽,Comida
palomitas,ES,España,🇪🇸,'palomitas',🍿,Comida
palomitas,MX,México,🇲🇽,'palomitas',🍿,Comida
palomitas,GT,Guatemala,🇬🇹,'pop / poporopo',🍿,Comida
palomitas,SV,El Salvador,🇸🇻,palomitas de maíz,🍿,Comida
palomitas,HN,Honduras,🇭🇳,palomitas de maíz,🍿,Comida
palomitas,NI,Nicaragua,🇳🇮,palomitas de maíz,🍿,Comida
palomitas,CR,Costa Rica,🇨🇷,palomitas de maíz,🍿,Comida
palomitas,PA,Panamá,🇵🇦,palomitas de maíz,🍿,Comida
palomitas,CU,Cuba,🇨🇺,palomitas de maíz,🍿,Comida
palomitas,DO,Rep. Dominicana,🇩🇴,palomitas de maíz,🍿,Comida
palomitas,PR,Puerto Rico,🇵🇷,palomitas de maíz,🍿,Comida
palomitas,CO,Colombia,🇨🇴,'crispetas',🍿,Comida
palomitas,VE,Venezuela,🇻🇪,'cotufas',🍿,Comida
palomitas,EC,Ecuador,🇪🇨,palomitas de maíz,🍿,Comida
palomitas,PE,Perú,🇵🇪,'canchita',🍿,Comida
palomitas,BO,Bolivia,🇧🇴,palomitas de maíz,🍿,Comida
palomitas,PY,Paraguay,🇵🇾,palomitas de maíz,🍿,Comida
palomitas,UY,Uruguay,🇺🇾,palomitas de maíz,🍿,Comida
palomitas,AR,Argentina,🇦🇷,'pochoclo / pururú',🍿,Comida
palomitas,CL,Chile,🇨🇱,'cabritas',🍿,Comida
palomitas,GQ,Guinea Ecuatorial,🇬🇶,palomitas de maíz,🍿,Comida
frijol,ES,España,🇪🇸,'judía / alubia',🫘,Comida
frijol,MX,México,🇲🇽,'frijol / frejol',🫘,Comida
frijol,GT,Guatemala,🇬🇹,'frijol / frejol',🫘,Comida
frijol,SV,El Salvador,🇸🇻,'frijol / frejol',🫘,Comida
frijol,HN,Honduras,🇭🇳,'frijol / frejol',🫘,Comida
frijol,NI,Nicaragua,🇳🇮,'frijol / frejol',🫘,Comida
frijol,CR,Costa Rica,🇨🇷,'frijol / frejol',🫘,Comida
frijol,PA,Panamá,🇵🇦,'frijol / frejol',🫘,Comida
frijol,CU,Cuba,🇨🇺,'frijol / frejol',🫘,Comida
frijol,DO,Rep. Dominicana,🇩🇴,'frijol / frejol',🫘,Comida
frijol,PR,Puerto Rico,🇵🇷,'frijol / frejol',🫘,Comida
frijol,CO,Colombia,🇨🇴,'frijol / frejol',🫘,Comida
frijol,VE,Venezuela,🇻🇪,'caraota' (negro),🫘,Comida
frijol,EC,Ecuador,🇪🇨,'frijol / frejol',🫘,Comida
frijol,PE,Perú,🇵🇪,'frijol / frejol',🫘,Comida
frijol,BO,Bolivia,🇧🇴,'frijol / frejol',🫘,Comida
frijol,PY,Paraguay,🇵🇾,'poroto',🫘,Comida
frijol,UY,Uruguay,🇺🇾,'poroto',🫘,Comida
frijol,AR,Argentina,🇦🇷,'poroto',🫘,Comida
frijol,CL,Chile,🇨🇱,'poroto',🫘,Comida
frijol,GQ,Guinea Ecuatorial,🇬🇶,frijol / alubia,🫘,Comida
jugo,ES,España,🇪🇸,'zumo',🧃,Comida
jugo,MX,México,🇲🇽,jugo de fruta,🧃,Comida
jugo,GT,Guatemala,🇬🇹,jugo de fruta,🧃,Comida
jugo,SV,El Salvador,🇸🇻,jugo de fruta,🧃,Comida
jugo,HN,Honduras,🇭🇳,jugo de fruta,🧃,Comida
jugo,NI,Nicaragua,🇳🇮,jugo de fruta,🧃,Comida
jugo,CR,Costa Rica,🇨🇷,jugo de fruta,🧃,Comida
jugo,PA,Panamá,🇵🇦,jugo de fruta,🧃,Comida
jugo,CU,Cuba,🇨🇺,jugo de fruta,🧃,Comida
jugo,DO,Rep. Dominicana,🇩🇴,jugo de fruta,🧃,Comida
jugo,PR,Puerto Rico,🇵🇷,jugo de fruta,🧃,Comida
jugo,CO,Colombia,🇨🇴,jugo de fruta,🧃,Comida
jugo,VE,Venezuela,🇻🇪,jugo de fruta,🧃,Comida
jugo,EC,Ecuador,🇪🇨,jugo de fruta,🧃,Comida
jugo,PE,Perú,🇵🇪,jugo de fruta,🧃,Comida
jugo,BO,Bolivia,🇧🇴,jugo de fruta,🧃,Comida
jugo,PY,Paraguay,🇵🇾,jugo de fruta,🧃,Comida
jugo,UY,Uruguay,🇺🇾,jugo de fruta,🧃,Comida
jugo,AR,Argentina,🇦🇷,jugo de fruta,🧃,Comida
jugo,CL,Chile,🇨🇱,jugo de fruta,🧃,Comida
jugo,GQ,Guinea Ecuatorial,🇬🇶,jugo de fruta,🧃,Comida
popote,ES,España,🇪🇸,'pajita',🥤,Objeto
popote,MX,México,🇲🇽,'popote',🥤,Objeto
popote,GT,Guatemala,🇬🇹,popote / sorbete,🥤,Objeto
popote,SV,El Salvador,🇸🇻,popote / sorbete,🥤,Objeto
popote,HN,Honduras,🇭🇳,popote / sorbete,🥤,Objeto
popote,NI,Nicaragua,🇳🇮,popote / sorbete,🥤,Objeto
popote,CR,Costa Rica,🇨🇷,popote / sorbete,🥤,Objeto
popote,PA,Panamá,🇵🇦,'carrizo',🥤,Objeto
popote,CU,Cuba,🇨🇺,popote / sorbete,🥤,Objeto
popote,DO,Rep. Dominicana,🇩🇴,'sorbete',🥤,Objeto
popote,PR,Puerto Rico,🇵🇷,'sorbete',🥤,Objeto
popote,CO,Colombia,🇨🇴,'pitillo',🥤,Objeto
popote,VE,Venezuela,🇻🇪,'carrizo',🥤,Objeto
popote,EC,Ecuador,🇪🇨,popote / sorbete,🥤,Objeto
popote,PE,Perú,🇵🇪,'cañita / sorbete',🥤,Objeto
popote,BO,Bolivia,🇧🇴,popote / sorbete,🥤,Objeto
popote,PY,Paraguay,🇵🇾,popote / sorbete,🥤,Objeto
popote,UY,Uruguay,🇺🇾,'sorbete',🥤,Objeto
popote,AR,Argentina,🇦🇷,'sorbete',🥤,Objeto
popote,CL,Chile,🇨🇱,'bombilla',🥤,Objeto
popote,GQ,Guinea Ecuatorial,🇬🇶,popote / sorbete,🥤,Objeto
cerveza,ES,España,🇪🇸,'caña' (de barril),🍺,Comida
cerveza,MX,México,🇲🇽,'chela',🍺,Comida
cerveza,GT,Guatemala,🇬🇹,'chela',🍺,Comida
cerveza,SV,El Salvador,🇸🇻,cerveza,🍺,Comida
cerveza,HN,Honduras,🇭🇳,cerveza,🍺,Comida
cerveza,NI,Nicaragua,🇳🇮,cerveza,🍺,Comida
